company,loc_city,loc_state,loc_country,rocket,year,status_rocket,mission_success
3,9,7,4,62.0,2011.0,0,1
23,11,21,6,21.0,2011.0,0,1
29,111,2,10,62.0,2011.0,0,1
7,119,8,3,62.0,2011.0,0,1
36,46,0,20,46.0,2011.0,0,1
45,43,11,16,62.0,2011.0,0,1
32,18,28,9,90.0,2011.0,0,1
3,7,7,4,200.0,2011.0,0,1
32,18,28,9,90.0,2011.0,0,1
48,57,6,20,62.0,2011.0,1,1
28,106,36,17,29.0,2011.0,1,1
3,7,7,4,200.0,2011.0,0,1
48,69,6,20,153.0,2011.0,0,1
42,111,2,10,62.0,2011.0,0,1
48,65,6,20,164.0,2011.0,1,1
23,81,21,6,31.0,2011.0,0,1
35,35,6,20,450.0,2011.0,1,1
36,45,32,20,40.0,2011.0,0,1
21,12,22,7,62.0,,1,1
48,62,5,20,62.0,2011.0,1,1
3,7,7,4,200.0,2011.0,0,1
35,35,6,20,450.0,2011.0,1,1
48,69,6,20,109.0,2011.0,0,1
3,7,7,4,200.0,2011.0,0,1
23,11,21,6,25.0,2011.0,1,1
48,66,5,20,115.0,2011.0,0,1
48,65,6,20,164.0,2011.0,1,1
48,69,6,20,120.0,2011.0,0,1
36,74,5,20,45.0,2011.0,0,0
35,35,6,20,450.0,2011.0,1,1
3,7,7,4,62.0,2011.0,1,1
36,76,5,20,40.0,2011.0,0,1
52,90,18,17,41.8,2011.0,1,0
32,19,28,9,112.5,2011.0,1,1
48,75,5,20,350.0,2011.0,0,1
42,111,2,10,62.0,2011.0,0,1
3,7,7,4,200.0,2010.0,0,1
23,81,21,6,47.0,2010.0,1,0
46,68,6,20,59.5,2010.0,1,1
3,7,7,4,200.0,2010.0,0,1
48,65,6,20,350.0,2010.0,0,1
36,46,0,20,46.0,2010.0,0,1
48,62,5,20,62.0,2010.0,1,1
3,7,7,4,200.0,2010.0,0,1
52,93,18,17,62.0,2010.0,1,1
36,76,5,20,46.0,2010.0,0,1
48,66,5,20,120.0,2010.0,0,1
52,90,18,17,41.8,2010.0,1,1
48,69,6,20,140.0,2010.0,0,1
3,7,7,4,200.0,2010.0,0,1
23,11,21,6,21.0,2010.0,0,1
3,7,7,4,200.0,2010.0,0,1
18,53,17,8,62.0,,0,1
28,84,2,10,29.0,2010.0,1,1
28,106,36,17,29.0,2010.0,1,1
25,20,16,19,62.0,2010.0,1,0
46,68,6,20,59.5,2010.0,1,1
14,90,18,17,41.8,2010.0,1,1
48,65,6,20,164.0,2010.0,1,1
3,7,7,4,200.0,2010.0,0,1
35,35,6,20,450.0,2010.0,1,1
32,18,28,9,90.0,2010.0,0,1
42,82,2,10,62.0,2010.0,1,1
52,88,18,17,62.0,2010.0,1,1
48,69,6,20,120.0,2010.0,0,1
23,81,21,6,47.0,2010.0,0,0
28,84,2,10,29.0,2010.0,1,1
35,35,6,20,450.0,2010.0,1,1
42,82,2,10,62.0,2010.0,1,1
48,65,6,20,164.0,2010.0,1,1
48,69,6,20,109.0,2010.0,0,1
35,35,6,20,450.0,2010.0,1,1
42,82,2,10,62.0,2010.0,1,1
3,7,7,4,62.0,2009.0,1,1
48,62,5,20,62.0,2009.0,1,1
48,65,6,20,62.0,2009.0,1,1
29,111,2,10,62.0,2009.0,0,1
32,18,28,9,90.0,2009.0,0,1
48,69,6,20,130.0,2009.0,0,1
35,35,6,20,450.0,2009.0,1,1
14,90,18,17,41.8,2009.0,1,1
3,7,7,4,200.0,2009.0,0,1
35,36,6,20,450.0,2009.0,1,1
48,66,5,20,109.0,2009.0,0,1
48,62,5,20,62.0,2009.0,1,1
3,7,7,4,200.0,2009.0,0,1
48,57,6,20,62.0,2009.0,1,1
23,11,21,6,21.0,2009.0,0,1
32,19,28,9,112.5,2009.0,1,1
48,69,6,20,109.0,2009.0,0,1
35,35,6,20,450.0,2009.0,1,1
25,20,16,19,62.0,2009.0,1,0
3,7,7,4,200.0,2009.0,0,1
48,56,6,20,62.0,2009.0,1,1
28,84,2,10,29.0,2009.0,1,1
52,88,18,17,62.0,2009.0,1,1
35,35,6,20,450.0,2009.0,1,1
46,52,15,20,7.0,2009.0,1,1
52,90,18,17,41.8,2009.0,1,1
3,7,7,4,200.0,2009.0,0,1
48,65,6,20,164.0,2009.0,1,1
29,111,2,10,62.0,2009.0,0,1
48,69,6,20,123.0,2009.0,0,1
36,45,32,20,40.0,2009.0,0,1
3,7,7,4,200.0,2009.0,0,1
35,35,6,20,450.0,2009.0,1,1
48,62,5,20,62.0,2009.0,1,1
45,43,11,16,62.0,2009.0,0,1
23,81,21,6,21.0,2009.0,0,1
26,53,30,14,62.0,2009.0,1,0
48,69,6,20,123.0,2009.0,0,1
48,56,6,20,62.0,2009.0,1,1
14,90,18,17,41.8,2009.0,1,1
35,35,6,20,450.0,2009.0,1,1
48,57,6,20,62.0,2009.0,1,1
29,111,2,10,62.0,2009.0,0,1
36,74,5,20,45.0,2009.0,0,0
3,7,7,4,200.0,2009.0,0,1
48,62,5,20,62.0,2009.0,1,1
21,12,22,7,62.0,,1,1
52,104,18,17,62.0,2009.0,1,1
32,18,28,9,90.0,2009.0,0,1
48,65,6,20,350.0,2009.0,0,1
3,7,7,4,200.0,2008.0,0,1
52,93,18,17,62.0,2008.0,1,1
35,35,6,20,450.0,2008.0,1,1
7,120,8,3,29.75,2008.0,0,1
7,120,8,3,29.75,2008.0,0,1
7,30,35,3,29.15,2008.0,0,1
48,62,5,20,62.0,2008.0,1,1
7,42,27,3,64.68,2008.0,0,1
23,81,21,6,31.0,2008.0,0,1
36,124,15,20,40.0,2008.0,0,1
28,106,36,17,29.0,2008.0,1,1
46,52,15,20,7.0,2008.0,1,1
7,119,8,3,62.0,2008.0,0,1
45,43,11,16,62.0,2008.0,0,1
48,62,5,20,62.0,2008.0,1,1
7,41,27,3,62.0,2008.0,0,1
28,84,2,10,29.0,2008.0,1,1
21,12,22,7,62.0,,1,0
3,7,7,4,200.0,2008.0,0,1
46,52,15,20,7.0,2008.0,1,0
52,88,18,17,62.0,2008.0,1,1
45,43,11,16,62.0,2008.0,0,1
3,7,7,4,200.0,2008.0,0,1
48,62,5,20,62.0,2008.0,1,1
52,88,18,17,62.0,2008.0,1,1
3,7,7,4,200.0,2008.0,0,1
48,57,6,20,62.0,2008.0,1,1
7,30,35,3,62.0,2008.0,0,1
35,35,6,20,450.0,2008.0,1,1
7,41,27,3,64.68,2008.0,0,1
52,90,18,17,41.8,2008.0,1,1
45,43,11,16,62.0,2008.0,0,1
29,111,2,10,62.0,2008.0,0,0
23,81,21,6,21.0,2008.0,0,1
7,30,35,3,20.14,2008.0,0,1
3,7,7,4,200.0,2008.0,0,1
36,124,15,20,40.0,2008.0,0,1
48,69,6,20,123.0,2008.0,0,1
52,88,18,17,62.0,2008.0,1,1
45,43,11,16,62.0,2008.0,0,1
48,56,6,20,62.0,2008.0,1,1
48,66,5,20,115.0,2008.0,0,1
35,35,6,20,450.0,2008.0,1,1
3,7,7,4,62.0,2008.0,1,1
32,18,28,9,90.0,2008.0,0,1
35,35,6,20,450.0,2008.0,1,1
23,11,21,6,21.0,2008.0,0,1
45,43,11,16,62.0,2008.0,0,1
3,7,7,4,62.0,2007.0,1,1
48,56,6,20,62.0,2007.0,1,1
48,69,6,20,109.0,2007.0,0,1
48,62,5,20,62.0,2007.0,1,1
3,7,7,4,200.0,2007.0,0,1
7,41,27,3,64.68,2007.0,0,1
48,65,6,20,350.0,2007.0,0,1
52,88,18,17,62.0,2007.0,1,1
7,33,35,3,62.0,2007.0,0,1
52,93,18,17,62.0,2007.0,1,1
35,35,6,20,450.0,2007.0,1,1
48,56,6,20,62.0,2007.0,1,1
48,69,6,20,123.0,2007.0,0,1
3,7,7,4,62.0,2007.0,1,1
48,57,6,20,62.0,2007.0,1,1
7,41,27,3,64.68,2007.0,0,1
48,62,5,20,62.0,2007.0,1,1
32,18,28,9,62.0,2007.0,1,1
52,88,18,17,62.0,2007.0,1,1
23,81,21,6,47.0,2007.0,1,0
3,7,7,4,200.0,2007.0,0,1
35,35,6,20,450.0,2007.0,1,1
48,56,6,20,62.0,2007.0,1,1
7,30,35,3,62.0,2007.0,0,1
52,88,18,17,62.0,2007.0,1,1
52,111,2,10,62.0,2007.0,1,1
28,106,36,17,29.0,2007.0,1,1
48,69,6,20,109.0,2007.0,0,0
28,84,2,10,29.0,2007.0,1,1
18,53,17,8,62.0,,0,1
35,35,6,20,450.0,2007.0,1,1
48,62,5,20,62.0,2007.0,1,1
7,30,35,3,69.7,2007.0,0,1
7,120,8,3,29.75,2007.0,0,1
7,30,35,3,29.15,2007.0,0,1
3,7,7,4,200.0,2007.0,0,1
36,125,5,20,40.0,2007.0,0,1
36,45,32,20,40.0,2007.0,0,1
23,81,21,6,21.0,2007.0,0,1
28,84,2,10,29.0,2007.0,1,1
7,30,35,3,69.7,2007.0,0,1
7,41,27,3,30.8,2007.0,0,1
46,52,15,20,7.0,2007.0,1,0
3,7,7,4,200.0,2007.0,0,1
48,69,6,20,109.0,2007.0,0,1
32,18,28,9,62.0,2007.0,1,1
48,57,6,20,62.0,2007.0,1,1
7,30,35,3,69.7,2007.0,0,1
45,43,11,16,62.0,2007.0,0,0
23,11,21,6,25.0,2007.0,1,1
52,88,18,17,62.0,2006.0,1,1
32,18,28,9,62.0,2006.0,0,1
36,45,32,20,40.0,2006.0,0,1
48,62,5,20,62.0,2006.0,1,1
35,36,6,20,450.0,2006.0,1,1
3,7,7,4,200.0,2006.0,0,1
7,30,35,3,69.7,2006.0,0,1
6,56,6,20,62.0,2006.0,1,1
6,75,5,20,133.0,2006.0,1,1
45,43,11,16,62.0,2006.0,0,1
7,30,35,3,62.0,2006.0,0,1
6,57,6,20,62.0,2006.0,1,1
7,41,27,3,64.68,2006.0,0,1
3,7,7,4,200.0,2006.0,0,1
6,56,6,20,62.0,2006.0,1,1
22,49,31,9,62.0,2006.0,1,1
7,30,35,3,69.7,2006.0,0,1
32,18,28,9,90.0,2006.0,0,1
35,36,6,20,450.0,2006.0,1,1
7,120,8,3,30.8,2006.0,0,1
45,43,11,16,62.0,2006.0,0,1
3,7,7,4,200.0,2006.0,0,1
14,90,18,17,41.8,2006.0,1,1
28,84,2,10,29.0,2006.0,1,0
52,93,18,17,62.0,2006.0,1,1
28,106,36,17,29.0,2006.0,1,1
23,81,21,6,47.0,2006.0,1,0
35,36,6,20,450.0,2006.0,1,1
6,75,5,20,164.0,2006.0,1,1
52,118,2,10,62.0,2006.0,1,1
6,56,6,20,62.0,2006.0,1,1
45,43,11,16,62.0,2006.0,0,1
3,7,7,4,200.0,2006.0,0,1
43,15,3,1,62.0,2006.0,1,1
6,65,6,20,164.0,2006.0,1,1
6,62,5,20,62.0,2006.0,1,1
7,41,27,3,64.68,2006.0,0,1
33,0,25,17,62.0,2006.0,0,1
19,69,6,20,115.0,2006.0,0,1
36,76,5,20,40.0,2006.0,0,1
45,43,11,16,62.0,2006.0,0,1
36,125,5,20,40.0,2006.0,0,1
46,52,15,20,7.0,2006.0,1,0
3,7,7,4,200.0,2006.0,0,1
22,49,31,9,62.0,2006.0,1,1
32,18,28,9,62.0,2006.0,1,1
45,43,11,16,62.0,2006.0,0,1
32,18,28,9,62.0,2006.0,1,1
19,69,6,20,153.0,2006.0,0,1
3,7,7,4,62.0,2005.0,1,1
52,88,18,17,62.0,2005.0,1,1
3,7,7,4,200.0,2005.0,0,1
45,43,11,16,62.0,2005.0,0,1
52,88,18,17,62.0,2005.0,1,1
31,71,5,20,62.0,2005.0,1,1
7,119,8,3,62.0,2005.0,0,1
3,7,7,4,62.0,2005.0,1,1
14,90,18,17,41.8,2005.0,1,0
6,56,6,20,62.0,2005.0,1,1
36,76,5,20,40.0,2005.0,0,1
7,120,8,3,29.75,2005.0,0,1
52,90,18,17,41.8,2005.0,1,1
28,84,2,10,29.0,2005.0,1,1
19,69,6,20,109.0,2005.0,0,1
3,7,7,4,62.0,2005.0,1,1
7,120,8,3,30.8,2005.0,0,1
35,36,6,20,450.0,2005.0,1,1
22,49,31,9,62.0,2005.0,1,1
7,120,8,3,29.75,2005.0,0,1
45,43,11,16,62.0,2005.0,0,1
43,14,3,1,62.0,2005.0,1,0
52,93,18,17,62.0,2005.0,1,0
6,62,5,20,62.0,2005.0,1,1
23,81,21,6,25.0,2005.0,1,1
31,68,6,20,62.0,2005.0,1,1
45,43,11,16,62.0,2005.0,0,1
36,125,5,20,40.0,2005.0,0,1
7,30,35,3,62.0,2005.0,0,1
36,76,5,20,40.0,2005.0,0,1
19,69,6,20,130.0,2005.0,0,1
45,43,11,16,62.0,2005.0,0,1
32,18,28,9,62.0,2005.0,1,1
3,7,7,4,200.0,2005.0,0,1
31,64,6,20,62.0,2005.0,1,1
52,88,18,17,62.0,2005.0,1,1
6,57,6,20,62.0,2005.0,1,1
52,104,18,17,62.0,2004.0,1,0
6,65,6,20,350.0,2004.0,0,0
3,7,7,4,190.0,2004.0,1,1
19,69,6,20,135.0,2004.0,0,1
6,56,6,20,62.0,2004.0,1,1
7,33,35,3,30.8,2004.0,0,1
52,110,18,17,48.5,2004.0,0,1
6,57,6,20,62.0,2004.0,1,1
7,41,27,3,64.68,2004.0,0,1
7,30,35,3,69.7,2004.0,0,1
7,120,8,3,29.75,2004.0,0,1
52,88,18,17,62.0,2004.0,1,1
23,11,21,6,47.0,2004.0,1,1
7,41,27,3,64.68,2004.0,0,1
18,53,17,8,62.0,,1,0
31,63,6,20,62.0,2004.0,1,1
7,120,8,3,30.8,2004.0,0,1
6,57,6,20,62.0,2004.0,1,1
7,41,27,3,30.8,2004.0,0,1
52,88,18,17,62.0,2004.0,1,1
3,7,7,4,190.0,2004.0,1,1
6,62,5,20,62.0,2004.0,1,1
28,84,2,10,29.0,2004.0,1,1
45,43,11,16,62.0,2004.0,0,1
6,57,6,20,62.0,2004.0,1,1
52,111,2,10,62.0,2004.0,1,1
52,118,2,10,62.0,2004.0,1,1
36,74,5,20,45.0,2004.0,0,1
45,43,11,16,62.0,2004.0,0,1
6,62,5,20,62.0,2004.0,1,1
19,64,6,20,62.0,2004.0,1,1
7,33,35,3,30.8,2004.0,0,1
19,63,6,20,62.0,2004.0,1,1
6,57,6,20,62.0,2004.0,1,1
19,64,6,20,62.0,2004.0,1,1
3,7,7,4,190.0,2004.0,1,1
52,93,18,17,62.0,2004.0,1,1
31,68,6,20,62.0,2004.0,1,1
19,63,6,20,62.0,2004.0,1,1
45,43,11,16,62.0,2004.0,0,1
7,33,35,3,30.8,2003.0,0,1
6,56,6,20,62.0,2003.0,1,1
31,64,6,20,62.0,2003.0,1,1
52,97,2,10,62.0,2003.0,1,1
31,66,5,20,62.0,2003.0,1,1
32,18,28,9,62.0,2003.0,1,0
7,30,35,3,69.7,2003.0,0,1
7,120,8,3,29.75,2003.0,0,1
14,90,18,17,41.8,2003.0,1,1
7,41,27,3,64.68,2003.0,0,1
31,72,5,20,35.0,2003.0,1,1
23,11,21,6,25.0,2003.0,1,1
7,119,8,3,62.0,2003.0,0,1
45,43,11,16,62.0,2003.0,0,1
3,7,7,4,62.0,2003.0,1,1
52,88,18,17,62.0,2003.0,1,1
8,0,27,3,62.0,,1,0
31,68,6,20,62.0,2003.0,1,1
6,65,6,20,133.0,2003.0,1,1
0,127,14,2,62.0,,0,0
6,57,6,20,62.0,2003.0,1,1
52,88,18,17,62.0,2003.0,1,1
36,125,5,20,40.0,2003.0,0,1
45,43,11,16,62.0,,0,1
19,69,6,20,135.0,2003.0,0,1
6,57,6,20,62.0,2003.0,1,1
14,90,18,17,41.8,2003.0,1,1
36,125,5,20,40.0,2003.0,0,1
52,93,18,17,62.0,2003.0,1,1
3,7,7,4,62.0,2003.0,1,1
6,56,6,20,62.0,2003.0,1,1
45,43,11,16,62.0,2003.0,0,1
52,88,18,17,62.0,2003.0,1,1
47,102,2,10,62.0,2003.0,1,1
7,30,35,3,69.7,2003.0,0,1
19,69,6,20,109.0,2003.0,0,1
22,49,31,9,62.0,2003.0,1,1
23,11,21,6,47.0,2003.0,1,1
36,123,6,20,40.0,2003.0,0,1
19,64,6,20,62.0,2003.0,1,1
3,7,7,4,62.0,2003.0,1,1
31,68,6,20,62.0,2003.0,1,1
52,93,18,17,62.0,2003.0,1,1
6,56,6,20,62.0,2003.0,1,1
32,18,28,9,62.0,2003.0,1,1
6,65,6,20,133.0,2003.0,1,1
3,6,7,4,62.0,2003.0,1,1
6,57,6,20,62.0,2003.0,1,1
36,123,6,20,40.0,2003.0,0,1
35,35,6,20,450.0,2003.0,1,0
6,62,5,20,62.0,2003.0,1,1
31,72,5,20,35.0,2003.0,1,1
7,119,8,3,62.0,2002.0,0,1
52,93,18,17,62.0,2002.0,1,1
28,84,2,10,29.0,,1,1
3,6,7,4,62.0,2002.0,1,1
32,18,28,9,90.0,2002.0,0,1
3,7,7,4,200.0,2002.0,0,0
31,63,6,20,62.0,2002.0,1,1
52,88,18,17,62.0,2002.0,1,1
35,35,6,20,450.0,2002.0,1,1
6,65,6,20,164.0,2002.0,1,1
7,41,27,3,64.68,2002.0,0,1
35,36,6,20,450.0,2002.0,1,1
52,88,18,17,62.0,2002.0,1,1
19,63,6,20,62.0,2002.0,1,1
8,0,27,3,62.0,,1,0
23,11,21,6,25.0,2002.0,1,1
32,18,28,9,62.0,2002.0,1,1
3,6,7,4,62.0,2002.0,1,1
3,7,7,4,62.0,2002.0,1,1
19,69,6,20,109.0,2002.0,0,1
52,88,18,17,62.0,2002.0,1,1
3,6,7,4,62.0,2002.0,1,1
6,56,6,20,62.0,2002.0,1,1
3,7,7,4,62.0,2002.0,1,1
31,72,5,20,35.0,2002.0,1,1
14,90,18,17,41.8,2002.0,1,1
45,43,11,16,62.0,2002.0,0,1
35,35,6,20,450.0,2002.0,1,1
3,6,7,4,62.0,2002.0,1,1
18,53,17,8,62.0,,1,1
52,88,18,17,62.0,2002.0,1,1
7,41,27,3,64.68,2002.0,0,1
6,62,5,20,62.0,2002.0,1,1
3,6,7,4,62.0,2002.0,1,1
35,36,6,20,450.0,2002.0,1,1
52,93,18,17,62.0,2002.0,1,1
3,6,7,4,62.0,2002.0,1,1
7,119,8,3,62.0,2002.0,0,1
14,90,18,17,41.8,2002.0,1,1
31,63,6,20,62.0,2002.0,1,1
35,35,6,20,450.0,2002.0,1,1
3,7,7,4,62.0,2002.0,1,1
3,6,7,4,62.0,2002.0,1,1
19,64,6,20,62.0,2002.0,1,1
6,62,5,20,62.0,2002.0,1,1
36,123,6,20,40.0,2002.0,0,1
32,18,28,9,62.0,2002.0,1,1
3,6,7,4,62.0,2002.0,1,1
31,68,6,20,62.0,2002.0,1,1
52,103,18,17,62.0,2001.0,1,1
52,118,2,10,62.0,2001.0,1,1
52,111,2,10,62.0,2001.0,1,1
6,62,5,20,62.0,2001.0,1,1
35,36,6,20,450.0,2001.0,1,1
3,6,7,4,62.0,2001.0,1,1
52,109,18,17,62.0,2001.0,1,1
23,11,21,6,25.0,2001.0,1,1
6,62,5,20,62.0,2001.0,1,1
31,64,6,20,62.0,2001.0,1,1
31,71,5,20,62.0,2001.0,1,1
31,46,0,20,62.0,2001.0,1,1
3,6,7,4,62.0,2001.0,1,1
36,74,5,20,45.0,2001.0,0,0
31,66,5,20,62.0,2001.0,1,1
3,6,7,4,62.0,2001.0,1,1
32,18,28,9,90.0,2001.0,0,1
35,35,6,20,450.0,2001.0,1,1
6,56,6,20,62.0,2001.0,1,1
31,68,6,20,62.0,2001.0,1,1
31,63,6,20,62.0,2001.0,1,1
52,110,18,17,62.0,2001.0,1,1
3,7,7,4,62.0,2001.0,1,0
35,36,6,20,450.0,2001.0,1,1
6,56,6,20,62.0,2001.0,1,1
19,64,6,20,62.0,2001.0,1,1
3,6,7,4,62.0,2001.0,1,1
52,88,18,17,62.0,2001.0,1,1
6,57,6,20,62.0,2001.0,1,1
45,43,11,16,62.0,,0,1
35,35,6,20,450.0,2001.0,1,1
23,11,21,6,47.0,2001.0,1,0
6,56,6,20,62.0,2001.0,1,1
45,43,11,16,62.0,2001.0,0,1
3,7,7,4,62.0,2001.0,1,1
35,36,6,20,450.0,2001.0,1,1
31,68,6,20,62.0,2001.0,1,1
33,0,25,17,62.0,2001.0,0,1
35,35,6,20,450.0,2001.0,1,1
3,6,7,4,62.0,2001.0,1,1
6,56,6,20,62.0,2001.0,1,1
3,6,7,4,62.0,2001.0,1,1
7,119,8,3,62.0,2001.0,0,1
52,103,18,17,62.0,2000.0,1,0
7,30,35,3,69.7,2000.0,0,1
3,7,7,4,62.0,2000.0,1,1
31,63,6,20,62.0,2000.0,1,1
33,0,25,17,62.0,2000.0,0,1
35,36,6,20,450.0,2000.0,1,1
3,6,7,4,62.0,2000.0,1,1
6,62,5,20,62.0,2000.0,1,1
52,88,18,17,62.0,2000.0,1,0
3,7,7,4,62.0,2000.0,1,1
6,56,6,20,62.0,2000.0,1,1
7,30,35,3,69.7,2000.0,0,1
3,6,7,4,62.0,2000.0,1,1
45,43,11,16,62.0,2000.0,0,1
31,63,6,20,62.0,2000.0,1,1
35,35,6,20,450.0,2000.0,1,1
36,124,15,20,40.0,2000.0,1,1
3,6,7,4,62.0,2000.0,1,1
28,84,2,10,29.0,2000.0,1,1
52,111,2,10,62.0,2000.0,1,1
31,72,5,20,35.0,2000.0,1,1
3,7,7,4,62.0,2000.0,1,1
35,36,6,20,450.0,2000.0,1,1
3,6,7,4,62.0,2000.0,1,1
6,57,6,20,62.0,2000.0,1,1
31,71,5,20,62.0,2000.0,1,1
3,6,7,4,62.0,2000.0,1,1
45,43,11,16,62.0,2000.0,0,1
36,76,5,20,40.0,2000.0,0,1
6,56,6,20,62.0,2000.0,1,1
52,88,18,17,62.0,2000.0,1,1
19,64,6,20,62.0,2000.0,1,1
31,63,6,20,62.0,2000.0,1,1
52,88,18,17,62.0,2000.0,1,1
7,33,35,3,62.0,2000.0,1,1
36,125,5,20,40.0,2000.0,0,1
19,64,6,20,62.0,2000.0,1,1
35,35,6,20,450.0,2000.0,1,1
14,90,18,17,41.8,2000.0,1,1
6,56,6,20,62.0,2000.0,1,1
31,68,6,20,62.0,2000.0,1,1
31,63,6,20,62.0,2000.0,1,1
3,7,7,4,62.0,2000.0,1,1
6,62,5,20,62.0,2000.0,1,1
3,7,7,4,62.0,2000.0,1,1
45,43,11,16,62.0,2000.0,0,0
36,74,5,20,45.0,2000.0,0,1
52,111,2,10,62.0,2000.0,1,1
3,6,7,4,62.0,2000.0,1,1
35,35,6,20,450.0,2000.0,1,1
22,49,31,9,62.0,2000.0,1,0
6,57,6,20,62.0,2000.0,1,1
19,64,6,20,62.0,2000.0,1,1
36,76,5,20,40.0,2000.0,0,1
7,30,35,3,69.7,2000.0,0,1
3,6,7,4,62.0,2000.0,1,1
31,63,6,20,62.0,2000.0,1,1
36,74,5,20,45.0,1999.0,0,1
52,93,18,17,62.0,1999.0,1,1
52,118,2,10,62.0,1999.0,1,1
3,6,7,4,62.0,1999.0,1,1
35,35,6,20,450.0,1999.0,1,1
31,66,5,20,62.0,1999.0,1,1
31,72,5,20,35.0,1999.0,1,1
0,127,14,2,62.0,1999.0,0,0
3,7,7,4,62.0,1999.0,1,1
36,125,5,20,40.0,1999.0,0,1
3,6,7,4,62.0,1999.0,1,1
31,64,6,20,62.0,1999.0,1,1
7,119,8,3,62.0,1999.0,0,1
32,18,28,9,62.0,1999.0,1,0
3,6,7,4,62.0,1999.0,1,1
3,6,7,4,62.0,1999.0,1,1
7,41,27,3,64.68,1999.0,0,1
45,43,11,16,62.0,,0,1
3,6,7,4,62.0,1999.0,1,1
31,75,5,20,62.0,1999.0,1,1
19,63,6,20,62.0,1999.0,1,1
3,6,7,4,62.0,1999.0,1,1
52,88,18,17,62.0,1999.0,1,1
6,57,6,20,62.0,1999.0,1,1
3,6,7,4,62.0,1999.0,1,1
6,56,6,20,62.0,1999.0,1,1
6,56,6,20,62.0,1999.0,1,1
35,36,6,20,450.0,1999.0,1,1
52,111,2,10,62.0,1999.0,1,1
6,57,6,20,62.0,1999.0,1,1
52,109,18,17,62.0,1999.0,1,1
6,56,6,20,62.0,1999.0,1,1
31,72,5,20,35.0,1999.0,1,1
7,41,27,3,30.8,1999.0,0,1
6,57,6,20,62.0,1999.0,1,1
23,11,21,6,25.0,1999.0,1,1
35,36,6,20,450.0,1999.0,1,1
31,71,5,20,62.0,1999.0,1,1
36,125,5,20,40.0,1999.0,0,1
7,41,27,3,64.68,1999.0,0,1
6,57,6,20,62.0,1999.0,1,0
31,68,6,20,62.0,1999.0,1,0
52,83,9,17,62.0,,1,1
31,75,5,20,62.0,1999.0,1,0
28,84,2,10,29.0,,1,1
6,62,5,20,62.0,1999.0,1,1
19,63,6,20,62.0,1999.0,1,1
31,69,6,20,62.0,1999.0,1,0
3,6,7,4,62.0,1999.0,1,1
45,43,11,16,62.0,,0,1
36,125,5,20,40.0,1999.0,0,1
3,6,7,4,62.0,1999.0,1,1
6,62,5,20,62.0,1999.0,1,1
19,63,6,20,62.0,1999.0,1,1
6,56,6,20,62.0,1999.0,1,1
31,70,6,20,62.0,1999.0,1,1
6,57,6,20,62.0,1999.0,1,1
52,88,18,17,62.0,1998.0,1,1
3,6,7,4,62.0,1998.0,1,1
7,41,27,3,30.8,1998.0,0,1
6,56,6,20,62.0,1998.0,1,1
52,88,18,17,62.0,1998.0,1,1
36,125,5,20,40.0,1998.0,0,1
3,6,7,4,62.0,1998.0,1,1
35,35,6,20,450.0,1998.0,1,1
6,57,6,20,62.0,1998.0,1,1
6,62,5,20,62.0,1998.0,1,1
35,36,6,20,450.0,1998.0,1,1
3,6,7,4,62.0,1998.0,1,1
36,123,6,20,40.0,1998.0,1,1
13,7,7,4,62.0,1998.0,1,1
31,63,6,20,62.0,1998.0,1,1
19,64,6,20,62.0,1998.0,1,1
3,6,7,4,62.0,1998.0,1,1
36,74,5,20,45.0,1998.0,0,1
52,109,18,17,62.0,1998.0,1,1
36,126,32,20,40.0,1998.0,0,1
3,6,7,4,62.0,1998.0,1,1
52,111,2,10,62.0,1998.0,1,0
6,62,5,20,62.0,1998.0,1,1
26,53,30,14,62.0,1998.0,1,0
6,57,6,20,62.0,1998.0,1,0
3,6,7,4,62.0,1998.0,1,1
6,62,5,20,62.0,1998.0,1,1
7,41,27,3,30.8,1998.0,0,1
40,107,18,17,62.0,1998.0,1,1
31,69,6,20,62.0,1998.0,1,0
36,126,32,20,40.0,1998.0,0,1
52,111,2,10,62.0,1998.0,1,1
52,111,2,10,62.0,1998.0,1,1
43,13,3,1,62.0,1998.0,1,1
22,49,31,9,62.0,1998.0,1,1
52,109,18,17,62.0,1998.0,1,1
19,63,6,20,62.0,1998.0,1,1
7,30,35,3,62.0,1998.0,0,1
52,103,18,17,62.0,1998.0,1,0
6,56,6,20,62.0,1998.0,1,1
35,35,6,20,450.0,1998.0,1,1
7,30,35,3,62.0,1998.0,0,1
6,62,5,20,62.0,1998.0,1,1
31,72,5,20,35.0,1998.0,1,1
31,68,6,20,62.0,1998.0,1,1
52,93,18,17,62.0,1998.0,1,1
7,41,27,3,30.8,1998.0,0,1
3,6,7,4,62.0,1998.0,1,1
6,56,6,20,62.0,1998.0,1,1
35,36,6,20,450.0,1998.0,1,1
36,125,5,20,40.0,1998.0,0,1
6,62,5,20,62.0,1998.0,1,1
7,41,27,3,30.8,1998.0,0,1
3,6,7,4,62.0,1998.0,1,1
31,63,6,20,62.0,1998.0,1,1
19,64,6,20,62.0,1998.0,1,1
3,6,7,4,62.0,1998.0,1,1
36,126,32,20,40.0,1998.0,0,1
32,18,28,9,62.0,1998.0,1,0
6,62,5,20,62.0,1998.0,1,1
6,56,6,20,62.0,1998.0,1,1
36,74,5,20,45.0,1998.0,0,1
3,6,7,4,62.0,1998.0,1,1
